MAL_ID,Name,Score,Japanese_name,Features
6811,InuYasha: Kanketsu-hen,8.22,犬夜叉 完結編,"InuYasha: Kanketsu-hen Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen Aniplex, YTV, Shogakukan VIZ Media Sunrise PG-13 - Teens 13 or older Thwarted again by Naraku, Inuyasha, Kagome Higurashi, and their friends must continue their hunt for the few remaining Shikon Jewel shards, lest they fully form into a corrupted jewel at the hands of Naraku. But Naraku has plans of his own to acquire them, and will destroy anyone and anything standing in his way—even his own underlings. The persistent, unyielding danger posed by Naraku forces Sango and Miroku to decide what is most important to them—each other or their duty in battle. Meanwhile, Inuyasha must decide whether his heart lies with Kikyou or Kagome, before fate decides for him. Amid the race to find the shards, Inuyasha and his brother Sesshoumaru must also resolve their feud and cooperate for their final confrontation with Naraku, as it is a battle they must win in order to put a stop to his evil and cruelty once and for all."
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,劇場版 カードキャプターさくら 封印されたカード,"Cardcaptor Sakura Movie 2: Fuuin Sareta Card Comedy, Drama, Fantasy, Magic, Romance, Shoujo Bandai Visual, Shochiku, Kodansha, Shelty, Amber Film Works Nelvana, Discotek Media, Geneon Entertainment USA Madhouse PG - Children For this year's Nadeshiko Festival, Sakura Kinomoto's elementary school class is presenting a play. She will portray a princess who struggles to respond to the love confession of the neighboring country's prince. Sakura empathizes with her character all too well, since she herself still owes an answer to the boy who confessed his love for her four months ago. When cousins Shaoran and Meiling Li return from Hong Kong to pay a surprise visit to their friends in Japan, Sakura receives further encouragement to finally declare her feelings. However, she is repeatedly distracted by a presence reminiscent of a Clow Card as well as unexplained disappearances around town. Eventually, Sakura learns of another of Clow Reed's creations—the ""Nothing""—which was formerly sealed away beneath the magician's old house. It has power equal to all 52 cards Sakura possesses, and furthermore, it wants to take those cards away from her! Objects, space, and people disappear from Tomoeda with each card that is stolen. Sakura sets out to capture the Nothing so everything will return to normal, but what must she sacrifice in the process?"
35677,Liz to Aoi Tori,8.22,リズと青い鳥,"Liz to Aoi Tori Drama, Music, School Lantis, Shochiku, Pony Canyon, Rakuonsha, Bandai Namco Arts Eleven Arts, Ponycan USA Kyoto Animation PG-13 - Teens 13 or older z's days of solitude come to an end when she meets a blue bird in the form of a young girl. Although their relationship blossoms, Liz must make a heart-wrenching decision in order to truly realize her love for Blue Bird. High school seniors and close friends Mizore Yoroizuka and Nozomi Kasaki are tasked to play the lead instruments in the third movement of Liz and the Blue Bird, a concert band piece inspired by this fairy tale. The introverted and reserved Mizore plays the oboe, representing the kind and gentle Liz. Meanwhile, the radiant and popular Nozomi plays the flute, portraying the cheerful and energetic Blue Bird. However, as they rehearse, the distance between Mizore and Nozomi seems to grow. Their disjointed duet disappoints the band, and with graduation on the horizon, uncertainty about the future spurs complicated emotions. With little time to improve as their performance draws near, they desperately attempt to connect with their respective characters. But when Mizore and Nozomi consider the story from a brand-new perspective, will the girls find the strength to face harsh realities? A spin-off film adaptation of the Hibike Euphonium! series, Liz to Aoi Tori dances between the parallels of a charming fairy tale, a moving musical piece, and a delicate high school friendship."
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.22,斉木楠雄のΨ難 完結編,"Saiki Kusuo no Ψ-nan: Kanketsu-hen Comedy, School, Shounen, Slice of Life, Supernatural   J.C.Staff, Egg Firm PG-13 - Teens 13 or older daptation of the final chapters of the Saiki Kusuo no Ψ-nan manga."
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.22,銀河英雄伝説 Die Neue These 星乱 第3章,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 3 Action, Drama, Military, Sci-Fi, Space Shochiku  Production I.G R - 17+ (violence & profanity) he behest of Admiral Yang Wen-li, defected intelligence officer Commander Baghdash makes an emergency broadcast announcing that the National Salvation Military Council staged a coup under the direction of the Galactic Empire. Despite the lack of physical evidence, this debilitating declaration inspires former Rear Admiral Andrew Lynch to reveal his own role in sowing discord within the Free Planets Alliance. A fatal shootout between Lynch and Admiral Dwight Greenhill acts as the final death knell to the short-lived period of martial rule. Within the Galactic Empire, footage of Duke Otto von Braunschweig's nuclear bombing of Westerland results in the dissolution of the Lippstadt League. Marquis Reinhard von Lohengramm's decision to allow the massacre for personal gain creates a rift between him and High Admiral Siegfried Kircheis, souring the taste of their inevitable victory. Now on the cusp of achieving absolute power, Reinhard is embattled by his apparent personal failings and the heavy responsibilities of leadership. Though the civil wars in both the Alliance and the Empire are coming to a close, neither side can ever regain what is lost. Yang Wen-li and Reinhard von Lohengramm each take bitter solace in the knowledge that just on the other side of the galaxy is a worthy opponent—and a true equal."
30503,Noragami Aragoto,8.22,ノラガミ ARAGOTO,"Noragami Aragoto Action, Adventure, Comedy, Supernatural, Shounen Dentsu, Shochiku, Kodansha, Ai Addiction, Avex Pictures, A-Sketch Funimation Bones PG-13 - Teens 13 or older Yato and Yukine have finally mended their relationship as god and Regalia, and everyone has returned to their daily life. Yato remains a minor and unknown deity who continues taking odd jobs for five yen apiece in the hopes of one day having millions of worshippers and his own grand shrine. Hiyori Iki has yet to have her loose soul fixed by Yato, but she enjoys life and prepares to attend high school nonetheless. Taking place immediately after the first season, Noragami Aragoto delves into the complicated past between Yato and the god of war Bishamon. The female god holds a mysterious grudge against Yato, which often results in violent clashes between them. It doesn't help that Bishamon's most trusted and beloved Regalia, Kazuma, appears to be indebted to Yato. When lives are on the line, unraveling these mysteries and others may be the only way to correct past mistakes."
22297,Fate/stay night: Unlimited Blade Works,8.22,Fate/stay night [Unlimited Blade Works],"Fate/stay night: Unlimited Blade Works Action, Fantasy, Magic, Supernatural Aniplex, Notes Aniplex of America ufotable R - 17+ (violence & profanity) The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish. One of Rin's classmates, Emiya Shirou, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War."
36990,Non Non Biyori Movie: Vacation,8.22,劇場版 のんのんびより ばけーしょん,"Non Non Biyori Movie: Vacation Comedy, Seinen, Slice of Life Lantis Sentai Filmworks SILVER LINK. PG-13 - Teens 13 or older Summer vacation is drawing to an end. When Suguru wins a free trip to Okinawa, all of the five students of Asahigaoka branch school are excited to end their vacation with a bang. Along with Hikage, Konomi, and their teacher and the candy store owner, everyone goes to Okinawa for a fun three-day trip. There, Natsumi makes friends with Aoi, the girl who helps out at the hotel they stay in. (Source: ANN)"
138,Hunter x Hunter: Greed Island,8.21,ハンターｘハンター:Greed Island,"Hunter x Hunter: Greed Island Action, Adventure, Super Power, Fantasy, Shounen   Nippon Animation PG-13 - Teens 13 or older fter the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game ""Greed Island"". However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it. But some training must be done, as Gon and Killua's abilities are still at a developing stage and ""Greed Island"" is no simple game for anyone to play with. It is the infamous game that could easily lead to one's death. Based on the manga by Togashi Yoshihiro."
32843,Senki Zesshou Symphogear XV,8.21,戦姫絶唱シンフォギアXV,"Senki Zesshou Symphogear XV Action, Music, Sci-Fi Memory-Tech, Bushiroad, MAGES., King Records, Kinyosha  Satelight PG-13 - Teens 13 or older Humanity is finally confronted with the threat of the Custodians—the ancient, sentient species held responsible for cursing humanity to speak different languages thousands of years ago. The Symphogear wielders—Hibiki Tachibana, Tsubasa Kazanari, Chris Yukine, Maria Cadenzavna Eve, Kirika Akatsuki, and Shirabe Tsukuyomi—are sent to the Antarctic in order to retrieve an ancient relic. After securing it and rescuing the scientific staff present there from a Coffin, the automated defense mechanism protecting it, the relic is given to American researchers due to international agreements. The criminal organization Noble Red, a remnant of the previously fought Bavarian Illuminati, starts targeting the relic. Will the Symphogear wielders and their supporting organization S.O.N.G. be able to foil the plans of the organizations conspiring against them?"
34636,Ballroom e Youkoso,8.21,ボールルームへようこそ,"Ballroom e Youkoso Comedy, Drama, Romance, School, Shounen, Sports Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Movic, Bandai Namco Games, Toy's Factory, Animatic Ponycan USA Production I.G PG-13 - Teens 13 or older Tatara Fujita is a shy middle schooler who has no particular plan for the future. He has gotten through life by avoiding any kind of confrontation and blending in with the crowd. But blending in isn't enough to get out of trouble, as some bullies harass him for money. Luckily, he is saved by a man named Kaname Sengoku. Kaname invites Tatara to his dance studio. Although he would normally never set foot in such a place, Tatara is captivated by Sengoku's commanding presence. Granted an opportunity to dance with fellow classmate Shizuku Hanaoka—who often practices at the studio—Tatara realizes there's something about the idea of being put in the limelight and dancing where people will see him that keeps him coming back. With an earnest, passionate drive to improve, Tatara begins his journey into the world of competitive dance."
9890,Major: Message,8.21,メジャー・メッセージ,"Major: Message Comedy, Drama, Shounen, Sports   SynergySP PG-13 - Teens 13 or older Thirteen years after achieving major success with the Indiana Hornets, Gorou Honda's career as a pitcher ended abruptly after sustaining a horrible injury. Inspired by his father, who continued playing baseball despite major setbacks, Gorou plans to restart his baseball career and play in a new position. However, his strong dedication to train has puzzled his family, especially his young daughter Izumi, who is frustrated with the absence of her father from her lives. Faced by another tough obstacle, Gorou once again decides to prove his resolve through his beloved sport."
12115,Berserk: Ougon Jidai-hen III - Kourin,8.21,ベルセルク 黄金時代篇Ⅲ 降臨,"Berserk: Ougon Jidai-hen III - Kourin Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment VIZ Media, NYAV Post Studio 4°C R+ - Mild Nudity The Band of the Hawk has dwindled in the year since Guts left them on his journey to forge his own destiny. Unaware of their fate, Guts returns to the Hawks—now being led by his former ally Casca—after a rumor about them passes his way. Once the saviors of the kingdom of Midland, the Band of the Hawk are now hunted as they desperately fight for their lives while plotting to free their leader, Griffith, after he was imprisoned for committing treason. But the man they save is far from the Griffith they remember. Griffith is a shell of his former charismatic self after a year of continuous, horrific torture. No longer able to walk, speak, or even hold a sword, he has nothing but the small, strange trinket, the Crimson Behelit, that will not leave him. The entire Band of the Hawk want to rise to greatness once more, but how much are they willing to sacrifice to return to their past glory? It doesn't seem possible, but when Griffith's heart darkens and a solar eclipse blackens the sky, the Behelit offers a choice that will leave the Band of the Hawk with a blood-soaked fate that will haunt them for the rest of their days."
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.21,ワンピース エピソード・オブ・メリー ～もうひとりの仲間の物語～,"One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power Fuji TV  Toei Animation PG-13 - Teens 13 or older The story arcs aboard the Straw Hat Crew's first ship Going Merry (Merry Go in some adaptations) are recreated with brand-new animation, from Luffy and Usopp's fight and Robin's disappearance to the crew's final farewell to the ship. Going Merry is treated as another member of the Straw Hats as Luffy, Zoro, Nami, and the rest of the crew set sail for the legendary treasure, the One Piece. (Source: ANN)"
2236,Toki wo Kakeru Shoujo,8.2,時をかける少女,"Toki wo Kakeru Shoujo Adventure, Drama, Romance, Sci-Fi Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures Funimation, Bandai Entertainment, Kadokawa Pictures USA Madhouse G - All Ages akoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time. Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem."
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.2,劇場版 境界の彼方 I'LL BE HERE 未来篇,"Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen Fantasy, Slice of Life, Supernatural Shochiku Sentai Filmworks Kyoto Animation PG-13 - Teens 13 or older fter Akihito Kanbara reunites with Mirai Kuriyama—whom he believed had vanished after defeating Beyond the Boundary—he discovers a heartbreaking fact: Mirai has lost all memory of him, their friends, and her past as a Spirit Warrior. Akihito is utterly devastated, but realizes that she has a unique opportunity. Mirai can finally live the life of a normal girl—where she'll be completely devoid of the supernatural society that both shunned and used her. While it's all for the sake of Mirai's happiness, the price is costly—Akihito and his friends must keep her true origins a secret from her, and as a result avoid befriending her. However, the troubling memories of Mirai's old life gradually begin to resurface, and a mysterious new evil leads a group of shadow-like creatures into the city with the goal of seeking her out. As the situations become dire, Akihito must fight to protect himself, his closest friends, and Mirai—the bespectacled beauty he holds most dear."
962,Aria the Natural,8.2,ARIA The NATURAL,"Aria the Natural Sci-Fi, Slice of Life, Fantasy, Shounen TV Tokyo, Shochiku, Mag Garden Nozomi Entertainment Hal Film Maker G - All Ages kari Mizunashi continues her training to become a Prima Undine (a professional tour guide gondolier) along with her friends Aika and Alice in the peaceful city of Neo Venezia. Despite the fact that these three girls are from competing companies, they are constantly together, learning more about how to become better tour guides and more about the mysteries of Neo Venezia. As the group continues to meet interesting and unforgettable people through their daily routines, they will also come closer to the secrets that make the enigmatic and ever beautiful city of Neo Venezia so warm and alive. Welcome back to Neo Venezia: the city where miracles can be created by hand."
28223,Death Parade,8.2,デス・パレード,"Death Parade Game, Mystery, Psychological, Drama, Thriller VAP, DAX Production, Nippon Television Network Funimation Madhouse R - 17+ (violence & profanity) fter death, there is no heaven or hell, only a bar that stands between reincarnation and oblivion. There the attendant will, one after another, challenge pairs of the recently deceased to a random game in which their fate of either ascending into reincarnation or falling into the void will be wagered. Whether it's bowling, darts, air hockey, or anything in between, each person's true nature will be revealed in a ghastly parade of death and memories, dancing to the whims of the bar's master. Welcome to Quindecim, where Decim, arbiter of the afterlife, awaits! Death Parade expands upon the original one-shot intended to train young animators. It follows yet more people receiving judgment—until a strange, black-haired guest causes Decim to begin questioning his own rulings."
31715,Working!!!: Lord of the Takanashi,8.2,WORKING!!! 第14話「ロード・オブ・ザ・小鳥遊」,"Working!!!: Lord of the Takanashi Comedy, Romance, Seinen, Slice of Life  Aniplex of America A-1 Pictures PG-13 - Teens 13 or older The light-hearted Working!! franchise comes to a close in this final episode of the concluding season. Will Aoi Yamada get the closure she so desperately needs with her distant mother? Will the relationship between Yachiyo Todoroki and Jun Satou continue to remain stagnant and awkward? Perhaps even Souta Takanashi and Mahiru Inami will take a step forward in deepening their eccentric friendship. And in the end, Wagnaria Restaurant might finally get a new chief! Beautifully connected, all these events intertwine to give these characters a final ending to their stories."
440,Shoujo Kakumei Utena,8.2,少女革命ウテナ,"Shoujo Kakumei Utena Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo TV Tokyo, Audio Tanaka Nozomi Entertainment, Central Park Media J.C.Staff PG-13 - Teens 13 or older fter meeting a traveling prince who consoled her after the deaths of her parents, Utena Tenjou vowed to become a prince herself. The prince left Utena only with a ring bearing a strange rose crest and a promise that she would meet him again some day. A few years later, Utena attends Ootori Academy, where she is drawn into a dangerous game. Duelists with rings matching Utena's own compete for a unique prize: the Rose Bride, Anthy Himemiya, and her mysterious powers. When Utena wins Anthy in a duel, she realizes that if she is to free Anthy and discover the secrets behind Ootori Academy, she has only one option: to revolutionize the world. Shoujo Kakumei Utena blends surrealist imagery and ideas with complex allegories and metaphors to create a unique coming-of-age story with themes including idealism, illusions, adulthood, and identity."
38680,Fruits Basket 1st Season,8.2,フルーツバスケット 1st season,"Fruits Basket 1st Season Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music Funimation TMS Entertainment PG-13 - Teens 13 or older Tooru Honda has always been fascinated by the story of the Chinese Zodiac that her beloved mother told her as a child. However, a sudden family tragedy changes her life, and subsequent circumstances leave her all alone. Tooru is now forced to live in a tent, but little does she know that her temporary home resides on the private property of the esteemed Souma family. Stumbling upon their home one day, she encounters Shigure, an older Souma cousin, and Yuki, the ""prince"" of her school. Tooru explains that she lives nearby, but the Soumas eventually discover her well-kept secret of being homeless when they see her walking back to her tent one night. Things start to look up for Tooru as they kindly offer to take her in after hearing about her situation. But soon after, she is caught up in a fight between Yuki and his hot-tempered cousin, Kyou. While trying to stop them, she learns that the Souma family has a well-kept secret of their own: whenever they are hugged by a member of the opposite sex, they transform into the animals of the Chinese Zodiac. With this new revelation, Tooru will find that living with the Soumas is an unexpected adventure filled with laughter and romance."
32867,Bungou Stray Dogs 2nd Season,8.2,文豪ストレイドッグス,"Bungou Stray Dogs 2nd Season Action, Mystery, Seinen, Super Power, Supernatural Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Glovision, Lawson HMV Entertainment, Sony PCL Funimation, Crunchyroll Bones R - 17+ (violence & profanity) Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai, the lowest ranking member, Sakunosuke Oda, and the intelligence agent, Angou Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends. However, one night, Angou disappears. A photograph taken at the bar is all that is left of the three together. Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence."
853,Ouran Koukou Host Club,8.2,桜蘭高校ホスト部,"Ouran Koukou Host Club Comedy, Harem, Romance, School, Shoujo VAP, Hakusensha, Nippon Television Network Funimation Bones PG-13 - Teens 13 or older Haruhi Fujioka is a bright scholarship candidate with no rank or title to speak of—a rare species at Ouran Academy, an elite school for students of high pedigree. When she opens the door to Music Room #3 hoping to find a quiet place to study, Haruhi unexpectedly stumbles upon the Host Club. Led by the princely Tamaki Suou, the club—whose other members include the ""Shadow King"" Kyouya Ootori; the mischievous Hitachiin twins, Kaoru and Hikaru; the childlike Mitsukuni Haninozuka, also known as ""Honey""; and his strong protector Takashi ""Mori"" Morinozuka—is where handsome boys with too much time on their hands entertain the girls in the academy. In a frantic attempt to remove herself from the hosts, Haruhi ends up breaking a vase worth eight million yen and is forced into becoming the eccentric group's general errand boy to repay her enormous debt. However, thanks to her convincingly masculine appearance, her naturally genial disposition toward girls, and fascinating commoner status, she is soon promoted to full-time male host. And before long, Haruhi is plunged into a glitzy whirlwind of elaborate cosplays, rich food, and exciting shenanigans that only the immensely wealthy Host Club can pull off."
37989,Golden Kamuy 2nd Season,8.2,ゴールデンカムイ,"Golden Kamuy 2nd Season Action, Adventure, Historical, Seinen Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine Funimation Geno Studio R - 17+ (violence & profanity) In Hokkaido, it is rumored that there is a stash of hidden gold. This gold was supposedly stolen by a man who killed the original Ainu owners; and before being captured and imprisoned by the police, he hid it in a secret location. In order to relay the gold's location to his comrades on the outside, he tattooed the map on the bodies of his cellmates and promised them a share of the gold—provided they managed to escape and find it. In Golden Kamuy 2nd Season , First Lieutenant Tokushirou Tsurumi plans to give the 7th Division an advantage in the war for the tattoos by getting a taxidermist to create skins that only he can distinguish as fake. Meanwhile, Saichi ""The Immortal"" Sugimoto, Asirpa, and their companions continue their hunt for the skins by following a strange rumor: a thief who broke into a home in Yubari found taxidermied human corpses, among which was a torso with strange tattoos."
40080,Quanzhi Gaoshou Zhi Dianfeng Rongyao,8.2,全职高手之巅峰荣耀,"Quanzhi Gaoshou Zhi Dianfeng Rongyao Action, Game   B.CMAY PICTURES PG-13 - Teens 13 or older group of young gamers are sponsored by a internet bar owner to form an electronic sports team to participate in the national competitions."
1519,Black Lagoon: The Second Barrage,8.19,BLACK LAGOON The Second Barrage,"Black Lagoon: The Second Barrage Action, Seinen Geneon Universal Entertainment, Front Line Funimation, Geneon Entertainment USA Madhouse R - 17+ (violence & profanity) okurou ""Rock"" Okajima has joined the Lagoon Company, a pirate mercenary group which operates out of Roanapur, Thailand. Despite his initial protests, this filthy slum of depraved souls and merciless criminals now serves as the former salaryman's home. Stranded, with nothing left of his past life but the clothes on his back and his inner morality, Rock is forced to perform jobs alongside the other members of the Lagoon crew. Berated for his lack of spine as he wades through the underbelly of society, he must decide whether to continue on amidst the gunfire and ruthlessness or risk everything he has in an attempt to be free. Whether he chooses the comfort of a familiar land or the freedom of being an outlaw, his decision will have lasting consequences on the crew who gave him a home."
13759,Sakura-sou no Pet na Kanojo,8.19,さくら荘のペットな彼女,"Sakura-sou no Pet na Kanojo Slice of Life, Comedy, Drama, Romance, School Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications Sentai Filmworks J.C.Staff PG-13 - Teens 13 or older hen abandoned kittens and his good conscience force second year Sorata Kanda to move into Suimei High School’s infamous Sakura Hall, the satellite dorm and its eccentric, misfit residents turn his life upside down. The decidedly average Sorata finds it difficult to fit in with the bizarre collection of dorm residents like Misaki, an energetic animator; Jin, a playwright playboy; Ryuunosuke, a reclusive programmer; and Chihiro, the dorm manager, art teacher, and party girl. Sorata's friend Nanami, a second year student and aspiring voice actress, pushes him to find new owners for the many cats so that he can quickly move back into the regular dorms. However, his desire to escape Sakura Hall wavers when the pet-like and infantile second year Mashiro Shiina, a world-class artistic savant looking to become a mangaka, transfers in during the spring trimester and quickly latches onto him. Supported by each other's quirks, Sorata and Mashiro come out of their shells and trigger change in the lives of those around them. Based on the light novel series of the same name, Sakurasou no Pet na Kanojo explores the fine threads connecting talent, hard work, romance, and friendship with its ensemble cast."
40421,Given Movie,8.19,映画 ギヴン,"Given Movie Music, Slice of Life, Drama, Romance, Shounen Ai   Lerche  hile the TV anime focused on the band given's guitarist Ritsuka Uenoyama and his high school classmate Mafuyu Sato, the film centers on the love relationship among the band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata. (Source: Crunchyroll)"
35838,Shoujo Shuumatsu Ryokou,8.19,少女終末旅行,"Shoujo Shuumatsu Ryokou Adventure, Mystery, Sci-Fi, Slice of Life AT-X, Shinchosha, Kadokawa Media House, Kadokawa Sentai Filmworks White Fox PG-13 - Teens 13 or older mid the desolate remains of a once-thriving city, only the rumbling of a motorbike breaks the cold winter silence. Its riders, Chito and Yuuri, are the last survivors in the war-torn city. Scavenging old military sites for food and parts, the two girls explore the wastelands and speculate about the old world to pass the time. Chito and Yuuri each occasionally struggle with the looming solitude, but when they have each other, sharing the weight of being two of the last humans becomes a bit more bearable. Between Yuuri's clumsy excitement and Chito's calm composure, their dark days get a little brighter with shooting practice, new books, and snowball fights on the frozen battlefield. Among a scenery of barren landscapes and deserted buildings, Shoujo Shuumatsu Ryokou tells the uplifting tale of two girls and their quest to find hope in a bleak and dying world."
38088,Digimon Adventure: Last Evolution Kizuna,8.19,デジモンアドベンチャー LAST EVOLUTION 絆,"Digimon Adventure: Last Evolution Kizuna Action, Adventure, Comedy, Drama Toei Animation  Yumeta Company PG-13 - Teens 13 or older s the Chosen Children and their partner Digimon live happily together in the human world, Taichi Yagami and Yamato Ishida, alongside their friends, dedicate themselves to maintaining this hard-earned peace. Though united by this innate responsibility, each one has already started to take their first steps toward a future beyond being a Chosen Child. However, this new journey is interrupted by the appearance of Menoa Bellucci, an American professor specializing in Digimon research. She bears news of several Chosen Children from around the world being found comatose, with their partner Digimon nowhere to be found. Menoa's investigations indicate that a new breed of Digimon is behind the alarming phenomenon: Eosmon, who hides within the internet's depths. To succeed in this mission, the team must endeavor through the growing distance between them and band together one last time."
37171,Asobi Asobase,8.19,あそびあそばせ,"Asobi Asobase Comedy, School Hakusensha, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa  Lerche PG-13 - Teens 13 or older During recess, Olivia, a foreign transfer student who doesn't know English, plays a game of ""look-the-other-way"" with Hanako Honda, a loud-mouthed airhead. Their rowdy behavior spurs the ire of Kasumi Nomura, a deadpan loner constantly teased by her older sister for her tendency to lose games. Not willing to compete, Kasumi declines Olivia's offer to join the fun, but eventually gets involved anyway and dispenses her own brand of mischief. Soon, a strange friendship blossoms between the peculiar trio, and they decide to form the ""Pastime Club,"" where they are free to resume their daily hijinks. Whether it be failing to learn English, trying desperately to become popular, or getting caught by teachers at the wrong time, school life will never be boring when the girls of Asobi Asobase are up to their hilarious antics."
37520,Dororo,8.19,どろろ,"Dororo Action, Adventure, Demons, Historical, Samurai, Shounen, Supernatural Twin Engine  Tezuka Productions, MAPPA R - 17+ (violence & profanity) The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives. This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world."
1453,Maison Ikkoku,8.18,めぞん一刻,"Maison Ikkoku Slice of Life, Comedy, Drama, Romance, Seinen Kitty Films VIZ Media Studio Deen R+ - Mild Nudity In the town of Clock Hill, there is an old boarding house called Maison Ikkoku. While the residence itself is fairly normal, most of its occupants are not. Yuusaku Godai, its most quiet tenant, has finally reached his limit with his neighbors' constant disruptions and boisterous partying. Wanting a calmer place to call home so that he can study in peace, he prepares to move away. However, his plans to leave are suddenly interrupted when he meets the new boarding house manager, Kyoko Otonashi. Falling madly in love with her, he decides that the boarding house may not be such a bad place to live after all. Unfortunately for him, Kyoko has her own romantic troubles: she is a widow whose husband died six months into their marriage. And despite her blossoming feelings for Godai, Kyoko still cherishes her dearly departed husband, and she believes that no other man could possibly fill the void in her heart. But with Godai's persistence and some help of the other eccentric tenants, she may experience true love once again."
1604,Katekyo Hitman Reborn!,8.18,家庭教師ヒットマンREBORN!,"Katekyo Hitman Reborn! Action, Comedy, Shounen, Super Power TV Tokyo, Dentsu, Marvelous, Pony Canyon, d-rights VIZ Media, Discotek Media Artland PG-13 - Teens 13 or older There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler. Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness."
44248,Fate/Grand Carnival,8.18,Fate/Grand Carnival 第一特異宴 英霊限界大祭オリンピア,"Fate/Grand Carnival Comedy, Supernatural, Magic, Fantasy Aniplex, Studio Hibari, Lantis, Notes, Good Smile Film, Delightworks  Lerche  The first episode of ""season"" one was pre-aired on the Fate Project New Year's Eve TV Special 2020 program."
